Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R1_001.fastq.gz	IggMs_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71369603.0	10.7 Gbp	0.0	150.0	52.0	11.096726157811855	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R2_001.fastq.gz	IggMs_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71369603.0	10.7 Gbp	0.0	150.0	53.0	10.233466900035634	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R1_001.fastq.gz	IggRb_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64522013.0	9.6 Gbp	0.0	150.0	52.0	8.826490655342493	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R2_001.fastq.gz	IggRb_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	64522013.0	9.6 Gbp	0.0	150.0	52.0	8.11087646573954	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-1_R1_001.fastq.gz	TEAD1-1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	237691306.0	35.6 Gbp	0.0	150.0	52.0	5.40142236742767	150.0	150	pass	warn	fail	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-1_R2_001.fastq.gz	TEAD1-1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	237691306.0	35.6 Gbp	0.0	150.0	53.0	4.906469763866733	150.0	150	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-2_R1_001.fastq.gz	TEAD1-2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68939939.0	10.3 Gbp	0.0	150.0	51.0	8.967454244462694	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-2_R2_001.fastq.gz	TEAD1-2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68939939.0	10.3 Gbp	0.0	150.0	52.0	8.103066612003376	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-3_R1_001.fastq.gz	TEAD1-3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74746716.0	11.2 Gbp	0.0	150.0	50.0	7.706326228949936	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TEAD1-3_R2_001.fastq.gz	TEAD1-3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	74746716.0	11.2 Gbp	0.0	150.0	50.0	7.097837766641526	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TES-1_R1_001.fastq.gz	TES-1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60876267.0	9.1 Gbp	0.0	150.0	51.0	29.129588723127007	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TES-1_R2_001.fastq.gz	TES-1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	60876267.0	9.1 Gbp	0.0	150.0	52.0	28.45022908844332	150.0	150	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TES-2_R1_001.fastq.gz	TES-2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65179879.0	9.7 Gbp	0.0	150.0	52.0	10.93034184600249	150.0	150	pass	warn	fail	pass	fail	warn	pass	pass	fail	pass	fail
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | TES-2_R2_001.fastq.gz	TES-2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65179879.0	9.7 Gbp	0.0	150.0	53.0	9.865925117704217	150.0	150	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	fail
