Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R1_001.fastq.gz - nextera_transposase_sequence	(1, 0.02368375231119052)	(2, 0.023710374289177424)	(3, 0.02371317660264973)	(4, 0.023734193953692022)	(5, 0.023738397423900482)	(6, 0.02376221708841508)	(7, 0.0237734263423043)	(8, 0.023776228655776607)	(9, 0.023816862201125038)	(10, 0.023858896903209623)	(12, 0.02388551888119652)	(14, 0.02393455936696187)	(16, 0.023974492333942228)	(18, 0.024015826457658734)	(20, 0.024155942131274012)	(22, 0.02424911905422817)	(24, 0.024413054392358045)	(26, 0.0252453414936328)	(28, 0.028481312975777655)	(30, 0.03544225964098469)	(32, 0.05061258362331089)	(34, 0.08427817652285385)	(36, 0.1621733835341637)	(38, 0.3087455873896342)	(40, 0.5994078459424805)	(42, 1.2078062140824857)	(44, 2.2188297726694652)	(46, 3.451506518818663)	(48, 4.583789684244145)	(50, 5.836248661772716)	(52, 7.816300309250704)	(54, 10.621622065068795)	(56, 13.187302583145936)	(58, 15.00541063679449)	(60, 16.604505282171736)	(62, 18.65007221631876)	(64, 21.397421112178527)	(66, 24.019179425728346)	(68, 25.888731649523116)	(70, 27.409938093672736)	(72, 29.135201999091965)	(74, 31.34401280051957)	(76, 33.59992348563295)	(78, 35.37002790950091)	(80, 36.799661054580895)	(82, 38.30755721031544)	(84, 40.11624178433499)	(86, 42.06476670467117)	(88, 43.726975754650056)	(90, 45.091287673268965)	(92, 46.43714986056459)	(94, 47.9766589145802)	(96, 49.67568756127171)	(98, 51.22407924841616)	(100, 52.527431040915275)	(102, 53.77104731828199)	(104, 55.13256813268248)	(106, 56.639622893796954)	(108, 58.07771622324984)	(110, 59.31870743347136)	(112, 60.449513079118574)	(114, 61.64506897985687)	(116, 62.94754154650405)	(118, 64.24042529702736)	(120, 65.39597116716482)	(122, 66.43801143184166)	(124, 67.50127221528751)	(126, 68.63234127840111)	(128, 69.78247377948844)	(130, 70.82559994063578)	(132, 71.75403161483187)	(134, 72.67387489881372)	(136, 73.6445276289403)	(138, 74.63596581866932)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R1_001.fastq.gz - polyg	(1, 0.0)	(2, 0.0)	(3, 2.8023134723055695e-05)	(4, 0.00014431914382373684)	(5, 0.0005394453434188222)	(6, 0.0006543401957833505)	(7, 0.0007103864652294619)	(8, 0.0007272003460632953)	(9, 0.0007370084432163648)	(10, 0.0008315865229066779)	(12, 0.0012098988416679298)	(14, 0.0014340839194523754)	(16, 0.0015321648909830702)	(18, 0.001989642565336954)	(20, 0.002540297162644999)	(22, 0.00282753429355632)	(24, 0.0034251276415254825)	(26, 0.0035848595094468997)	(28, 0.0037586029447298453)	(30, 0.004075264367100375)	(32, 0.004286839034259445)	(34, 0.004384219427422064)	(36, 0.005602525209506911)	(38, 0.005766460547636786)	(40, 0.005969628274378939)	(42, 0.006295397215534462)	(44, 0.006790005543396396)	(46, 0.0070772426743077165)	(48, 0.007225765288339911)	(50, 0.00768044064922149)	(52, 0.008033532146731992)	(54, 0.008145624685624214)	(56, 0.008876327923527893)	(58, 0.011456558053153244)	(60, 0.012964202701253641)	(62, 0.01380910021315377)	(64, 0.015896123171653342)	(66, 0.018577937164649776)	(68, 0.02121981819066585)	(70, 0.024363313328224622)	(72, 0.038147893298495716)	(74, 0.048173169745668896)	(76, 0.04974456702526424)	(78, 0.050539022894662874)	(80, 0.05112890988058319)	(82, 0.05205507448318018)	(84, 0.05285723671462766)	(86, 0.05366990762159627)	(88, 0.05412248124737362)	(90, 0.05489591976572995)	(92, 0.055455681881822996)	(94, 0.05628586724799352)	(96, 0.05711535203579597)	(98, 0.05882756556737467)	(100, 0.06333228447410587)	(102, 0.07251336398774699)	(104, 0.09211484614815638)	(106, 0.13361780925136996)	(108, 0.2258993930511285)	(110, 0.4017879992971237)	(112, 0.7518459924738548)	(114, 1.4388611633442883)	(116, 2.400365040562156)	(118, 3.6070664425581853)	(120, 4.597213466354857)	(122, 5.797732964830979)	(124, 7.854747349512369)	(126, 10.973282280973315)	(128, 13.348375358063851)	(130, 15.159767667476025)	(132, 17.095353605932203)	(134, 19.45624736065857)	(136, 21.966149930804576)	(138, 24.306879638940963)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R2_001.fastq.gz - nextera_transposase_sequence	(1, 0.024024233398075648)	(2, 0.0240494542193264)	(3, 0.024052256532798705)	(4, 0.024083081980994066)	(5, 0.02408588429446637)	(6, 0.024109703958980967)	(7, 0.02412091321287019)	(8, 0.024122314369606344)	(9, 0.024151738661065552)	(10, 0.02419867741172667)	(12, 0.02422950285992203)	(14, 0.02426663351343008)	(16, 0.02429605780488929)	(18, 0.024357708701280012)	(20, 0.024497123796527215)	(22, 0.024579792043960227)	(24, 0.024738122755145493)	(26, 0.025578816796837163)	(28, 0.02882459637613509)	(30, 0.03581146444096095)	(32, 0.05102592486047597)	(34, 0.08475036634293734)	(36, 0.16286205206998278)	(38, 0.3096185080362574)	(40, 0.6007060176585262)	(42, 1.2110877231585553)	(44, 2.2268366828382105)	(46, 3.465676416891376)	(48, 4.598015628586305)	(50, 5.8537280920562225)	(52, 7.840223659363778)	(54, 10.655211294926216)	(56, 13.229790559434665)	(58, 15.055507594738899)	(60, 16.65931433021983)	(62, 18.709384582116844)	(64, 21.45971303777604)	(66, 24.083680975498773)	(68, 25.955542305594722)	(70, 27.477398886469917)	(72, 29.20336337025722)	(74, 31.416025951552513)	(76, 33.68103294619699)	(78, 35.45757218237574)	(80, 36.88890703231178)	(82, 38.39894695785263)	(84, 40.20898014523074)	(86, 42.158427026699314)	(88, 43.82320299581882)	(90, 45.18958862640724)	(92, 46.53682184556918)	(94, 48.07728999137069)	(96, 49.776646508738466)	(98, 51.324713828098496)	(100, 52.62807332695966)	(102, 53.8721849132326)	(104, 55.23423466430099)	(106, 56.744304714711674)	(108, 58.18631497782046)	(110, 59.42889580035916)	(112, 60.56303549846004)	(114, 61.76344500613237)	(116, 63.073010928756325)	(118, 64.37218166955475)	(120, 65.5309691158013)	(122, 66.57403152431715)	(124, 67.6408106123275)	(126, 68.77756206658457)	(128, 69.93305889623625)	(130, 70.98330083186815)	(132, 71.92001824642348)	(134, 72.84434593253937)	(136, 73.82053042946029)	(138, 74.81152024903375)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggMs_R2_001.fastq.gz - polyg	(1, 0.07923961689964844)	(2, 0.07943157537250137)	(3, 0.07990796866279332)	(4, 0.08018119422634311)	(5, 0.08084814483275184)	(6, 0.08121244558415155)	(7, 0.08153050816325824)	(8, 0.08172106547937502)	(9, 0.0819382447734787)	(10, 0.08226821718484267)	(12, 0.08294637704514063)	(14, 0.08327354714303231)	(16, 0.08347951718324677)	(18, 0.08394470121964949)	(20, 0.08451707374636791)	(22, 0.08484494442262766)	(24, 0.08531853539944731)	(26, 0.08546915974858371)	(28, 0.08566041764306859)	(30, 0.08596867212502218)	(32, 0.0861760433219728)	(34, 0.08631615899558809)	(36, 0.08702094083387293)	(38, 0.08718837906384319)	(40, 0.08742167166041262)	(42, 0.08774043481788737)	(44, 0.08813906390932286)	(46, 0.08843751029412339)	(48, 0.08865609074496322)	(50, 0.08910866437074058)	(52, 0.089580153612456)	(54, 0.08985758264621424)	(56, 0.09021347645719704)	(58, 0.09062191364578559)	(60, 0.09098551381881723)	(62, 0.09131828854365352)	(64, 0.09211624730489254)	(66, 0.09326729756364205)	(68, 0.11273987330432537)	(70, 0.1181224169062563)	(72, 0.11851474079237907)	(74, 0.11903667167659598)	(76, 0.11962165461393978)	(78, 0.12001327792169447)	(80, 0.12029911389586964)	(82, 0.12091702401651303)	(84, 0.12140182424722189)	(86, 0.12182217126806773)	(88, 0.1221339286418617)	(90, 0.12251784558756758)	(92, 0.1229508030190388)	(94, 0.12480943742954546)	(96, 0.12929804303381093)	(98, 0.13824022532393798)	(100, 0.15907052194195337)	(102, 0.20422349834284492)	(104, 0.3036677953778165)	(106, 0.4802436690028947)	(108, 0.8644212298616821)	(110, 1.5979246795025608)	(112, 2.7008227858574467)	(114, 3.9102907718290094)	(116, 4.960964263735641)	(118, 6.308571591746139)	(120, 8.6149134106855)	(122, 11.625531950906325)	(124, 13.760646812060871)	(126, 15.527276367223173)	(128, 17.322601612341884)	(130, 19.47167409632361)	(132, 22.31600265451946)	(134, 24.715613872757565)	(136, 26.53265634670828)	(138, 28.19573901791215)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R1_001.fastq.gz - nextera_transposase_sequence	(1, 0.0007175845552121878)	(2, 0.0007175845552121878)	(3, 0.0007191344138627541)	(4, 0.0007206842725133204)	(5, 0.0007237839898144529)	(6, 0.0007253338484650193)	(7, 0.0007253338484650193)	(8, 0.0007423822936212483)	(9, 0.0007501315868740797)	(10, 0.0007943025584152187)	(12, 0.0008012769223427669)	(14, 0.0008252997314265444)	(16, 0.0008725704202688159)	(18, 0.0009074422399065571)	(20, 0.000972536303230341)	(22, 0.001028331214650727)	(24, 0.0011151232990824387)	(26, 0.0013584511072213448)	(28, 0.002554941985458513)	(30, 0.00498976992549814)	(32, 0.010456896315370695)	(34, 0.021512038069859973)	(36, 0.045489901252770894)	(38, 0.09039860551157944)	(40, 0.19969851219613993)	(42, 0.5071842690338877)	(44, 1.0801042428728937)	(46, 1.719630942078636)	(48, 2.2442030753132265)	(50, 2.8694633256405067)	(52, 4.248256327650534)	(54, 6.755278233492188)	(56, 8.9197232578593)	(58, 10.165257088305662)	(60, 11.204054498423663)	(62, 12.866766106630926)	(64, 15.833166891429752)	(66, 18.722478481878735)	(68, 20.386059560788965)	(70, 21.580577468963966)	(72, 23.111337211379315)	(74, 25.55637484527955)	(76, 28.17891856535846)	(78, 30.011491581950487)	(80, 31.30802118650576)	(82, 32.72289179818367)	(84, 34.71841075386163)	(86, 37.043178581548595)	(88, 38.89974031033409)	(90, 40.24646208728795)	(92, 41.55069138961923)	(94, 43.230449893124074)	(96, 45.25978521469874)	(98, 47.04799662713561)	(100, 48.41362512976772)	(102, 49.644107507929114)	(104, 51.09183512299903)	(106, 52.87357742542844)	(108, 54.53502434897683)	(110, 55.8610942594119)	(112, 56.994899554668265)	(114, 58.22402813129838)	(116, 59.67752974477098)	(118, 61.147267677466914)	(120, 62.37561590026647)	(122, 63.405923184696675)	(124, 64.46234791217688)	(126, 65.66613397508226)	(128, 66.92069883188549)	(130, 68.02202141461396)	(132, 68.94233213089616)	(134, 69.84611127988211)	(136, 70.83381372493756)	(138, 71.87914921377298)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R1_001.fastq.gz - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.3948727855096523e-05)	(5, 2.0148162457361644e-05)	(6, 5.734477007095238e-05)	(7, 8.834194308227799e-05)	(8, 0.00011623939879247103)	(9, 0.0001255385506958687)	(10, 0.0004083877544242149)	(12, 0.0011840920090326382)	(14, 0.002317038682596589)	(16, 0.005351661920405366)	(18, 0.010517340802742779)	(20, 0.012238458834196633)	(22, 0.013777468474208951)	(24, 0.015489287353759406)	(26, 0.01906403633129053)	(28, 0.02142989556137996)	(30, 0.023967789101682242)	(32, 0.026085670947681064)	(34, 0.028701832349836948)	(36, 0.03579941004010523)	(38, 0.039013041952054406)	(40, 0.04251029799705722)	(42, 0.045802197770860004)	(44, 0.048973983499243895)	(46, 0.05119183122820424)	(48, 0.053284915335794006)	(50, 0.055885578151444223)	(52, 0.05781670203004981)	(54, 0.059640110732441035)	(56, 0.06243373095008676)	(58, 0.06405798281588021)	(60, 0.06553887275649631)	(62, 0.06709803055896599)	(64, 0.06834024226739485)	(66, 0.07042247736443065)	(68, 0.07263412565878873)	(70, 0.07400730042319045)	(72, 0.07587720488509866)	(74, 0.0772689779533072)	(76, 0.07827871086415111)	(78, 0.07918925282135882)	(80, 0.08041209129665561)	(82, 0.08164577878250637)	(84, 0.08254314694118425)	(86, 0.08411005403690675)	(88, 0.08499269853840424)	(90, 0.08586991853462476)	(92, 0.08662934927340224)	(94, 0.08746549801538275)	(96, 0.08818773214654663)	(98, 0.08926643376734078)	(100, 0.09019092445240356)	(102, 0.09094803040320518)	(104, 0.09238707416025597)	(106, 0.09325344514592251)	(108, 0.09389121198063055)	(110, 0.09466691623523898)	(112, 0.09599049552282257)	(114, 0.09726447933358806)	(116, 0.09809442864096629)	(118, 0.09881356305482905)	(120, 0.09953114761004124)	(122, 0.10037194592797344)	(124, 0.10093609447677958)	(126, 0.10235266528339715)	(128, 0.10364059782201773)	(130, 0.10433260970949557)	(132, 0.10488435938909718)	(134, 0.1056050436616105)	(136, 0.1062071637473555)	(138, 0.10692164858526655)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R1_001.fastq.gz - polyg	(1, 0.0)	(2, 0.0)	(3, 4.184618356528957e-05)	(4, 0.0003874646626415701)	(5, 0.001072502186191866)	(6, 0.0012538356483081207)	(7, 0.0013530266019443629)	(8, 0.0013964226441602187)	(9, 0.0014847645872424966)	(10, 0.0016087532792877991)	(12, 0.002117881845998822)	(14, 0.0023922068271490537)	(16, 0.002571215501289459)	(18, 0.0031524124952518142)	(20, 0.0038459742413802247)	(22, 0.004162920335421029)	(24, 0.005063388211400038)	(26, 0.005296641938310263)	(28, 0.005508972573437843)	(30, 0.006080095486171518)	(32, 0.00644586212770516)	(34, 0.006591548840858391)	(36, 0.008469977525344723)	(38, 0.008750501941097218)	(40, 0.00915269026091917)	(42, 0.009512257467850546)	(44, 0.010294161157061235)	(46, 0.010711848063388846)	(48, 0.010889306878878686)	(50, 0.01144338134645613)	(52, 0.011937786255986776)	(54, 0.012242333480823049)	(56, 0.012647621517946132)	(58, 0.013458197592192297)	(60, 0.01393322926859086)	(62, 0.014488078665493589)	(64, 0.016106906026010066)	(66, 0.01701279840726606)	(68, 0.017963636689388475)	(70, 0.019043113239507886)	(72, 0.01996915378322124)	(74, 0.021369451074007874)	(76, 0.022875138753033014)	(78, 0.023708962707037675)	(80, 0.024221965920375114)	(82, 0.025136382524209216)	(84, 0.02601360252042973)	(86, 0.027029534865875927)	(88, 0.02745884571208279)	(90, 0.028118310567898742)	(92, 0.0286351884278626)	(94, 0.029327975244665724)	(96, 0.029907622379977513)	(98, 0.030729047464777642)	(100, 0.03277098623689871)	(102, 0.03614425358985622)	(104, 0.04314109046783769)	(106, 0.05625056986365258)	(108, 0.08442545027229699)	(110, 0.14075971250308017)	(112, 0.2822556078651793)	(114, 0.6379380940889119)	(116, 1.179569521490286)	(118, 1.7990061779380628)	(120, 2.2679833315181908)	(122, 2.882930047455277)	(124, 4.313582094842578)	(126, 7.032566544382302)	(128, 9.012120406100783)	(130, 10.261925646988105)	(132, 11.571521334896975)	(134, 13.653896694140649)	(136, 16.38220509332218)	(138, 18.888107226288803)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R2_001.fastq.gz - nextera_transposase_sequence	(1, 0.000729983424416718)	(2, 0.000729983424416718)	(3, 0.000729983424416718)	(4, 0.0007315332830672844)	(5, 0.0007346330003684169)	(6, 0.0007346330003684169)	(7, 0.0007361828590189832)	(8, 0.0007377327176695495)	(9, 0.0007702797493314413)	(10, 0.0008152256501978635)	(12, 0.0008198752261495623)	(14, 0.0008539721164620205)	(16, 0.0009159664624846717)	(18, 0.0009601374340258107)	(20, 0.00104382980115639)	(22, 0.0011127985111065893)	(24, 0.001199590595538301)	(26, 0.0014514426262553217)	(28, 0.0026533580097694723)	(30, 0.005086636091158532)	(32, 0.010597933452572227)	(34, 0.02166779886424188)	(36, 0.045696807382621496)	(38, 0.09060551164143003)	(40, 0.20005730447374603)	(42, 0.5086643840451786)	(44, 1.0842578640564113)	(46, 1.7265068899818732)	(48, 2.2505954673174875)	(50, 2.877204869600085)	(52, 4.259933737653226)	(54, 6.773653357653302)	(56, 8.944250545933835)	(58, 10.194033313870726)	(60, 11.235311272758956)	(62, 12.900866871590011)	(64, 15.868306061684716)	(66, 18.757989618209834)	(68, 20.423032988756873)	(70, 21.616944127270177)	(72, 23.146789453081695)	(74, 25.59494462765754)	(76, 28.22652557352791)	(78, 30.06425651970902)	(80, 31.36152463191128)	(82, 32.777253090352275)	(84, 34.77316648505682)	(86, 37.096617707820116)	(88, 38.95423876499328)	(90, 40.30157118625546)	(92, 41.60650567427275)	(94, 43.28557139096078)	(96, 45.31311662579405)	(98, 47.10018889212276)	(100, 48.46443337097992)	(102, 49.69423381133505)	(104, 51.14183433799562)	(106, 52.92634391304561)	(108, 54.59149964834482)	(110, 55.918315815720135)	(112, 57.05460553439335)	(114, 58.288096188195496)	(116, 59.74852721969478)	(118, 61.225089180029144)	(120, 62.45571724490369)	(122, 63.48575020435274)	(124, 64.54481201632689)	(126, 65.75370563841523)	(128, 67.01395305196073)	(130, 68.1217579184952)	(132, 69.05008372878882)	(134, 69.95782896606156)	(136, 70.95089857162392)	(138, 71.99578150173338)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R2_001.fastq.gz - polya	(1, 4.649575951698841e-06)	(2, 2.1698021107927924e-05)	(3, 2.3247879758494207e-05)	(4, 4.184618356528957e-05)	(5, 0.00013328784394870012)	(6, 0.00016893459291172455)	(7, 0.00017513402751398967)	(8, 0.0002061312005253153)	(9, 0.00024022809083777346)	(10, 0.0006858124528755791)	(12, 0.0012856077506447298)	(14, 0.0023085144600184745)	(16, 0.005460152025945006)	(18, 0.010532839389248441)	(20, 0.012380270900723448)	(22, 0.013882083933122173)	(24, 0.015497036647012238)	(26, 0.018968720024280704)	(28, 0.021242362664661438)	(30, 0.024153772139750194)	(32, 0.026673067376245682)	(34, 0.02930240257693138)	(36, 0.036067535586653196)	(38, 0.03941213055457522)	(40, 0.042831893667049724)	(42, 0.04624080776897026)	(44, 0.04924133411646658)	(46, 0.051312720202948414)	(48, 0.053268641819963054)	(50, 0.05590185166727517)	(52, 0.05792829185289058)	(54, 0.060023700748456185)	(56, 0.06271735508314039)	(58, 0.0645740857465188)	(60, 0.06591006390330692)	(62, 0.06735685695361054)	(64, 0.06850065263772845)	(66, 0.0705255429646933)	(68, 0.07234275223248227)	(70, 0.07358031436495945)	(72, 0.07538047518759218)	(74, 0.07655991762067312)	(76, 0.07751385562009666)	(78, 0.07841432349607567)	(80, 0.07949999948079736)	(82, 0.08048493465323223)	(84, 0.08135208056822406)	(86, 0.08265628662267557)	(88, 0.0835970508235693)	(90, 0.08437120521952718)	(92, 0.0852205277600375)	(94, 0.0861163460600648)	(96, 0.08685950328301134)	(98, 0.08771812497542505)	(100, 0.08864571537778897)	(102, 0.08942296949104796)	(104, 0.09055824095258777)	(106, 0.09137579139076148)	(108, 0.09216311958524914)	(110, 0.0929008523029187)	(112, 0.0940818445946502)	(114, 0.0954108483875108)	(116, 0.09632371513269433)	(118, 0.09700875265624462)	(120, 0.09766666765341)	(122, 0.09843772233206673)	(124, 0.09919405335354309)	(126, 0.10071213990177275)	(128, 0.10199929751106804)	(130, 0.10276182796714665)	(132, 0.10325235823005088)	(134, 0.10385215352782004)	(136, 0.10439072940889182)	(138, 0.10494945345242096)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | 01_fastqc | IggRb_R2_001.fastq.gz - polyg	(1, 0.08756701375699484)	(2, 0.08789558379091489)	(3, 0.08855582357605613)	(4, 0.08909672424510376)	(5, 0.09020022360430695)	(6, 0.09067293049272966)	(7, 0.09099685095069802)	(8, 0.09122003059637956)	(9, 0.09143081137285658)	(10, 0.09189499403870119)	(12, 0.09269007152644168)	(14, 0.093153479262961)	(16, 0.09346345099307425)	(18, 0.09400125194482076)	(20, 0.09463746892087821)	(22, 0.09512567439580659)	(24, 0.09575879165456291)	(26, 0.09609666084038637)	(28, 0.09641903143970415)	(30, 0.09691421127856008)	(32, 0.09728695228402126)	(34, 0.0975566276892198)	(36, 0.09872444618242149)	(38, 0.09899722130492115)	(40, 0.0993955349781167)	(42, 0.09984034441082922)	(44, 0.10072763848827841)	(46, 0.10126931408665132)	(48, 0.1016474795973895)	(50, 0.10222247715674959)	(52, 0.10299585662338216)	(54, 0.10337402213412034)	(56, 0.10385215352782004)	(58, 0.10439227926754238)	(60, 0.10496727682690246)	(62, 0.10539968739041047)	(64, 0.10653650871060083)	(66, 0.10710453190603336)	(68, 0.10827545011653619)	(70, 0.10904882958316878)	(72, 0.10954478435134998)	(74, 0.11041580491296824)	(76, 0.11144181133964311)	(78, 0.11200905960575036)	(80, 0.11238722511648855)	(82, 0.1130373908204011)	(84, 0.11369840553486761)	(86, 0.1142734030942277)	(88, 0.11468644042460362)	(90, 0.1151606971716769)	(92, 0.11558845815923319)	(94, 0.11657339333166807)	(96, 0.11844949722817855)	(98, 0.12182353951046133)	(100, 0.1296518755544716)	(102, 0.14437863245215243)	(104, 0.17484420394633376)	(106, 0.2327244501810568)	(108, 0.3958548224464107)	(110, 0.7907526071760966)	(112, 1.403758900082674)	(114, 2.0088074437479193)	(116, 2.495960564652563)	(118, 3.220889125080459)	(120, 4.978013472704269)	(122, 7.66614178636987)	(124, 9.37448200817913)	(126, 10.555729251658654)	(128, 11.788156702426503)	(130, 13.715117660696668)	(132, 16.86105949608237)	(134, 19.37702253647914)	(136, 20.917366604789592)	(138, 22.263226660333736)
